# extreme ceiling now: EXTREME_P6=3801600
# gate: EXTREME_GATE=95000
ts|state|p6cur|p7cur|p0cur|p6max|junc|cooling
1787164109|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|37000|no
1787164109|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|36600|no
1787164110|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37000|no
1787164110|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|36600|no
1787164111|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|36600|no
1787164111|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36300|no
1787164112|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36300|no
1787164113|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|36300|no
1787164113|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|36300|no
1787164114|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|35900|no
1787164114|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35900|no
1787164115|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36300|no
1787164116|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|35900|no
1787164116|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|35500|no
1787164117|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|35500|no
1787164117|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35500|no
1787164118|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|35500|no
1787164119|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35500|no
1787164119|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|35100|no
1787164120|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35100|no
1787164120|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35100|no
1787164121|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35100|no
1787164121|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|35900|no
1787164122|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35100|no
1787164123|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|34700|no
1787164123|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35100|no
1787164124|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|34700|no
1787164124|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|34700|no
1787164125|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|34700|no
1787164126|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|34700|no
1787164126|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|34700|no
1787164127|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|34700|no
1787164127|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|34300|no
1787164128|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|34300|no
1787164129|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|34300|no
1787164129|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|34300|no
1787164130|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|34300|no
1787164130|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|34300|no
1787164131|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|34300|no
1787164132|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33900|no
1787164132|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33900|no
1787164133|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|34300|no
1787164133|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33900|no
1787164134|level=2 held=yes cfb=0 prime|1017600|1017600|556800|3801600|33900|no
1787164135|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|33900|no
1787164135|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33900|no
1787164136|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|33900|no
1787164136|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|33900|no
1787164137|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164138|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|33600|no
1787164138|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|33900|no
1787164139|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164139|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33600|no
1787164140|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164140|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33900|no
1787164141|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33600|no
1787164142|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164142|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|33600|no
1787164143|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33600|no
1787164143|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|33900|no
1787164144|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|33600|no
1787164145|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164145|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|33600|no
1787164146|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33200|no
1787164147|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33200|no
1787164147|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|33200|no
1787164148|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164148|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|33200|no
1787164149|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|33200|no
1787164150|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|33200|no
1787164150|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164151|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33200|no
1787164151|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164152|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|33200|no
1787164153|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|32800|no
1787164153|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164154|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|32800|no
1787164154|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|33200|no
1787164155|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|33200|no
1787164156|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33200|no
1787164156|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|32800|no
1787164157|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|32800|no
1787164157|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164158|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|32800|no
1787164159|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32800|no
1787164159|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|32800|no
1787164160|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164160|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33200|no
1787164161|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164162|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32800|no
1787164162|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32800|no
1787164163|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164163|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164164|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164165|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|32400|no
1787164165|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164166|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164166|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164167|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|32400|no
1787164168|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|32400|no
1787164168|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164169|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164169|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164170|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164170|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32000|no
1787164171|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164172|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32400|no
1787164172|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32400|no
1787164173|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164173|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32400|no
1787164174|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32000|no
1787164175|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32400|no
1787164175|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164176|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|32400|no
1787164176|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164177|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32000|no
1787164178|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32400|no
1787164178|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32000|no
1787164179|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32400|no
1787164179|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|32000|no
1787164180|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|32400|no
1787164181|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164181|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|32000|no
1787164182|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|32000|no
1787164182|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164183|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32000|no
1787164184|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164184|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|32000|no
1787164185|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164185|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164186|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164187|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|32400|no
1787164187|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164188|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164188|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|31600|no
1787164189|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164190|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164190|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32400|no
1787164191|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32400|no
1787164191|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164192|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|32400|no
1787164193|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164193|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164194|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164194|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31600|no
1787164195|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31600|no
1787164196|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164196|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|31600|no
1787164197|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164197|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32000|no
1787164198|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164199|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|31600|no
1787164199|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164200|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|32400|no
1787164200|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164201|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32000|no
1787164201|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164202|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31600|no
1787164203|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32000|no
1787164203|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164204|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164204|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31600|no
1787164205|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|31600|no
1787164206|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|31600|no
1787164206|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31600|no
1787164207|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164207|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|31200|no
1787164208|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164209|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|31600|no
1787164209|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31600|no
1787164210|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164210|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31200|no
1787164211|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164212|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164212|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164213|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164213|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164214|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31600|no
1787164215|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31600|no
1787164215|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|31200|no
1787164216|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33600|no
1787164216|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|34700|no
1787164217|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33900|no
1787164217|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|34700|no
1787164218|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33200|no
1787164219|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|32400|no
1787164219|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|32000|no
1787164220|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164220|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164221|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164222|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32000|no
1787164222|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|32000|no
1787164223|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164223|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|31600|no
1787164224|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|32000|no
1787164225|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|33200|no
1787164225|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|33200|no
1787164226|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164226|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|33600|no
1787164227|level=2 held=yes cfb=0 prime|1017600|2841600|1785600|3801600|36600|no
1787164227|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|32400|no
1787164228|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|32400|no
1787164229|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32800|no
1787164229|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|32000|no
1787164230|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|31600|no
1787164230|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|32000|no
1787164231|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|32000|no
1787164232|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31600|no
1787164232|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164233|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164233|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31600|no
1787164234|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|31600|no
1787164235|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|31600|no
1787164235|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31600|no
1787164236|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164236|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31200|no
1787164237|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31600|no
1787164238|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31600|no
1787164238|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|31200|no
1787164239|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31200|no
1787164239|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164240|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31600|no
1787164241|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31200|no
1787164241|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164242|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|31600|no
1787164242|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31600|no
1787164243|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31600|no
1787164244|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|31200|no
1787164244|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164245|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|31200|no
1787164245|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164246|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31200|no
1787164247|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164247|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31200|no
1787164248|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164248|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|31200|no
1787164249|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31200|no
1787164250|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|31200|no
1787164250|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|31200|no
1787164251|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|31200|no
1787164251|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164252|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164253|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31200|no
1787164253|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31200|no
1787164254|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31200|no
1787164254|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31200|no
1787164255|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30800|no
1787164256|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31200|no
1787164256|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|31200|no
1787164257|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|30800|no
1787164257|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|31200|no
1787164258|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164259|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|30800|no
1787164259|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31200|no
1787164260|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164260|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|31200|no
1787164261|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31200|no
1787164262|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|30800|no
1787164262|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|31200|no
1787164263|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164263|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|32000|no
1787164264|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|31200|no
1787164264|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|31200|no
1787164265|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|31200|no
1787164266|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164266|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|31200|no
1787164267|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|30800|no
1787164267|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|31200|no
1787164268|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30800|no
1787164269|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|31200|no
1787164269|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164270|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|30800|no
1787164270|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164271|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30800|no
1787164272|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|30800|no
1787164272|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|30800|no
1787164273|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|30800|no
1787164273|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|30800|no
1787164274|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|30800|no
1787164275|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164275|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30500|no
1787164276|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|30500|no
1787164276|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|30800|no
1787164277|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|30800|no
1787164278|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|30800|no
1787164278|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30800|no
1787164279|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|31200|no
1787164279|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164280|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|30800|no
1787164281|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30800|no
1787164281|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|30800|no
1787164282|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|31200|no
1787164282|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|30800|no
1787164283|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30500|no
1787164284|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164284|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|30800|no
1787164285|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164285|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30500|no
1787164286|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|30800|no
1787164287|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164287|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164288|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|30800|no
1787164288|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|30800|no
1787164289|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|30500|no
1787164290|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|30500|no
1787164290|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164291|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|30500|no
1787164291|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30500|no
1787164292|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|30800|no
1787164293|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|30800|no
1787164293|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30500|no
1787164294|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30800|no
1787164294|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|30800|no
1787164295|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164296|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|30800|no
1787164296|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|30500|no
1787164297|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|30800|no
1787164297|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|30800|no
1787164298|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|30800|no
1787164299|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164299|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|30500|no
1787164300|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|30800|no
1787164300|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|30500|no
1787164301|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|30800|no
